Date,Time,Open,High,Low,Close,Volume
2026-03-26,04:00:00,654.5,654.85,652.8,652.92,0
2026-03-26,05:00:00,652.77,653.31,651.63,651.83,0
2026-03-26,06:00:00,651.75,652.83,650.84,652.75,0
2026-03-26,07:00:00,652.72,652.88,651.29,651.63,0
2026-03-26,08:00:00,651.63,656.82,650.16,651.61,0
2026-03-26,09:00:00,651.55,656.82,650.28,651.73,0
2026-03-26,09:30:00,652.0599975585938,654.8400268554688,650.72998046875,653.6199951171875,19212415
2026-03-26,10:30:00,653.6199951171875,654.8499755859375,650.8200073242188,651.7100219726562,14863677
2026-03-26,11:30:00,651.7100219726562,652.3499755859375,649.2899780273438,649.469970703125,9677804
2026-03-26,12:30:00,649.4912719726562,650.0999755859375,647.97998046875,648.6199951171875,7002375
2026-03-26,13:30:00,648.6199951171875,649.0599975585938,646.4400024414062,646.5999755859375,10319756
2026-03-26,14:30:00,646.6099853515625,647.6500244140625,645.8499755859375,646.2100219726562,12002274
2026-03-26,15:30:00,646.2100219726562,646.27001953125,644.8200073242188,645.10498046875,13326642
2026-03-26,16:00:00,645.09,656.6311,630.117,646.42,0
2026-03-26,17:00:00,646.4202,647.01,630.117,646.52,0
2026-03-26,18:00:00,646.63,647.83,646.3997,647.48,0
2026-03-26,19:00:00,647.47,648.11,647.01,647.8494,0
2026-03-27,04:00:00,648.06,648.12,645.77,645.92,0
2026-03-27,05:00:00,645.92,646.44,643.9,645.67,0
2026-03-27,06:00:00,645.61,646.17,644.0,644.37,0
2026-03-27,07:00:00,644.37,644.57,641.99,642.95,0
2026-03-27,08:00:00,642.94,649.79,642.0,642.84,0
2026-03-27,09:00:00,642.86,645.09,641.0,641.35,0
2026-03-27,09:30:00,642.5,642.6599731445312,638.593994140625,639.0999755859375,19514414
2026-03-27,10:30:00,639.0999755859375,641.489990234375,638.2999877929688,640.9600219726562,11109483
2026-03-27,11:30:00,640.9600219726562,642.1400146484375,638.5800170898438,638.8900146484375,9032070
2026-03-27,12:30:00,638.8800048828125,639.9299926757812,636.5900268554688,636.6199951171875,10693459
2026-03-27,13:30:00,636.6199951171875,637.25,635.1300048828125,635.77001953125,10641379
2026-03-27,14:30:00,635.7650146484375,636.7249755859375,634.52001953125,634.8590087890625,13489943
2026-03-27,15:30:00,634.8599853515625,635.3499755859375,633.10498046875,634.0800170898438,16949297
2026-03-27,16:00:00,634.09,645.2206,594.4177,633.16,0
2026-03-27,17:00:00,633.2095,642.0205,598.6306,633.3,0
2026-03-27,18:00:00,633.265,656.82,632.8,632.95,0
2026-03-27,19:00:00,632.8525,634.09,632.61,632.98,0
2026-03-30,04:00:00,636.88,637.68,634.03,637.5505,0
2026-03-30,05:00:00,637.5,638.02,636.72,636.98,0
2026-03-30,06:00:00,636.99,637.43,636.54,637.26,0
2026-03-30,07:00:00,637.2088,641.46,634.09,639.0185,0
2026-03-30,08:00:00,639.08,639.6,634.16,639.37,0
2026-03-30,09:00:00,639.375,640.19,634.09,639.5805,0
2026-03-30,09:30:00,640.1099853515625,640.3699951171875,634.6799926757812,635.8599853515625,19019082
