Date,Time,Open,High,Low,Close,Volume
2026-05-18,04:00:00,555.0192,559.91,550.0192,559.7,0
2026-05-18,05:00:00,559.4875,562.3755,559.03,560.8042,0
2026-05-18,06:00:00,560.5378,560.66,556.9,557.474,0
2026-05-18,07:00:00,557.03,557.2255,554.01,555.3755,0
2026-05-18,08:00:00,555.5,561.12,554.9817,559.1,0
2026-05-18,09:00:00,559.1175,567.5,554.69,565.6195,0
2026-05-18,09:30:00,565.0,567.2100219726562,545.719970703125,546.4600219726562,3349755
2026-05-18,10:30:00,546.5999755859375,549.030029296875,541.5,543.489990234375,2070570
2026-05-18,11:30:00,543.5693969726562,548.0899047851562,539.3900146484375,539.905029296875,1244461
2026-05-18,12:30:00,539.9400024414062,545.6099853515625,538.7600708007812,543.4000244140625,1041058
2026-05-18,13:30:00,543.4000244140625,544.2100219726562,537.4500122070312,539.1900024414062,986690
2026-05-18,14:30:00,539.3099975585938,545.5798950195312,536.8699951171875,539.9299926757812,1558346
2026-05-18,15:30:00,539.969970703125,547.1400146484375,539.5700073242188,546.1500244140625,1830277
2026-05-18,16:00:00,546.16,546.98,545.0012,546.64,0
2026-05-18,17:00:00,545.89,547.3,545.24,547.13,0
2026-05-18,18:00:00,547.19,550.0,547.19,548.75,0
2026-05-18,19:00:00,548.72,549.57,547.0,547.2851,0
2026-05-19,04:00:00,546.597,546.8,539.65,541.5,0
2026-05-19,05:00:00,541.5,543.58,539.4,539.9945,0
2026-05-19,06:00:00,539.04,539.4,536.9384,538.4,0
2026-05-19,07:00:00,538.25,540.72,537.09,538.6323,0
2026-05-19,08:00:00,538.25,539.47,535.82,536.9857,0
2026-05-19,09:00:00,537.04,546.16,534.69,535.41,0
2026-05-19,09:30:00,535.3900146484375,549.2050170898438,527.8699951171875,531.0399780273438,4231003
2026-05-19,10:30:00,531.1799926757812,538.760009765625,529.8099975585938,537.1799926757812,1638506
2026-05-19,11:30:00,537.030029296875,545.47998046875,536.75,545.2645263671875,1233378
2026-05-19,12:30:00,545.25,553.2899780273438,545.0,551.0800170898438,1629870
2026-05-19,13:30:00,551.0,552.219970703125,547.4099731445312,548.2249755859375,1109407
2026-05-19,14:30:00,548.1400146484375,550.0798950195312,544.9000244140625,546.5349731445312,748737
2026-05-19,15:30:00,546.5250244140625,547.719970703125,541.9500122070312,543.9000244140625,1084311
2026-05-19,16:00:00,543.96,544.99,542.73,543.16,0
2026-05-19,17:00:00,543.5,545.805,542.8,545.805,0
2026-05-19,18:00:00,546.0,546.94,543.96,545.02,0
2026-05-19,19:00:00,545.45,548.0,544.7124,546.74,0
2026-05-20,04:00:00,551.37,554.0,543.38,553.4782,0
2026-05-20,05:00:00,553.32,555.0,552.9372,553.51,0
2026-05-20,06:00:00,553.9,556.975,553.7962,555.67,0
2026-05-20,07:00:00,555.67,556.8,554.0,555.0,0
2026-05-20,08:00:00,555.0,556.24,553.0,555.75,0
2026-05-20,09:00:00,555.7071,556.5,552.5,552.72,0
2026-05-20,09:30:00,552.75,562.4400024414062,551.6500244140625,561.7899780273438,2147763
2026-05-20,10:30:00,561.9000244140625,564.719970703125,559.0,561.9000244140625,1245313
2026-05-20,11:30:00,561.9400024414062,563.277099609375,557.3099975585938,559.0399780273438,701276
2026-05-20,12:30:00,559.0499877929688,561.3599853515625,558.8400268554688,561.0700073242188,717240
2026-05-20,13:30:00,561.27001953125,562.3400268554688,560.1500244140625,561.1799926757812,668213
2026-05-20,14:30:00,561.1300048828125,563.1900024414062,560.1900024414062,562.8699951171875,1289715
2026-05-20,15:30:00,562.8150024414062,564.6599731445312,562.1649780273438,563.97998046875,1433969
