Date,Open,High,Low,Close,Volume
1998-12-22,16.711559405189924,16.87993783748403,16.711559405189924,16.858890533447266,5700
1998-12-23,16.964126526363312,17.237741470336914,16.964126526363312,17.237741470336914,18100
1998-12-24,17.25878451634379,17.342973709106445,17.18511897267647,17.342973709106445,4900
1998-12-28,17.29036347267076,17.34298174252064,17.09041404724121,17.09041404724121,15500
1998-12-29,17.090409722385637,17.469261169433594,17.090409722385637,17.469261169433594,5300
1998-12-30,17.511357582064473,17.532404886850607,17.321931838989258,17.321931838989258,17300
1998-12-31,17.385074427494636,17.5113582611084,17.34297981629005,17.5113582611084,6600
1999-01-04,17.679734195571346,17.76392340602645,17.364024656364716,17.469261169433594,249200
1999-01-05,17.5113500773836,17.742870330810547,17.5113500773836,17.742870330810547,4400
1999-01-06,17.869163884860633,18.03754234313965,17.827069270290878,18.03754234313965,38500
1999-01-07,17.869158953882465,17.97439546126693,17.742875145021106,17.95334815979004,15900
1999-01-08,17.99544295204397,18.174345016479492,17.99544295204397,18.174345016479492,24400
1999-01-11,18.163823846721154,18.35324958788047,18.058587323854866,18.216442108154297,7700
1999-01-12,18.26906607820374,18.353255322803754,18.121734900153708,18.14278221130371,270700
1999-01-13,17.364027684410505,18.100683404355195,17.364027684410505,17.97439956665039,7100
1999-01-14,18.03754525032629,18.09016352701919,17.763930211523206,17.827072143554688,12200
1999-01-15,17.89020311714399,18.121723392777618,17.89020311714399,18.06910514831543,7700
1999-01-19,18.37428772516996,18.626855254038276,18.26905125480816,18.584760665893555,22700
1999-01-20,18.69000244140625,18.942570041965794,18.584765941173107,18.69000244140625,25800
1999-01-21,18.647914254401083,18.647914254401083,17.995447728569896,18.03754234313965,23200
1999-01-22,17.911254652634515,18.10068037751549,17.784970836047197,17.9638729095459,67100
1999-01-25,17.974392892592594,18.12172398187614,17.974392892592594,18.1112003326416,495300
1999-01-26,18.142783862721238,18.205925801918642,17.963881701661922,18.195402145385742,187400
1999-01-27,18.24801319559044,18.24801319559044,18.01649284362793,18.01649284362793,6800
1999-01-28,18.184870168703412,18.416390506499404,18.184870168703412,18.353248596191406,25800
1999-01-29,18.374295899627406,18.374295899627406,18.121728258395414,18.353248596191406,13800
1999-02-01,18.43743925192473,18.500581167171045,18.290108116349987,18.458486557006836,34000
1999-02-02,18.16382246326517,18.21644072069062,17.932302130593193,18.18486976623535,141700
1999-02-03,18.142777030810517,18.53215217590332,18.142777030810517,18.53215217590332,38900
1999-02-04,18.416387265552373,18.479529164748552,18.269056167427955,18.395339965820312,7400
1999-02-05,18.39534279593715,18.39534279593715,18.058585948414272,18.18486976623535,16900
1999-02-08,18.26905787412183,18.26905787412183,18.100679460535453,18.174345016479492,6500
1999-02-09,18.226967438211982,18.248014744722617,17.848115921020508,17.848115921020508,220800
1999-02-10,17.72182886909036,17.890207290649414,17.637639658310835,17.890207290649414,17800
1999-02-11,17.827057037703085,18.374286651611328,17.763915159175212,18.374286651611328,5300
1999-02-12,18.269069361132242,18.269069361132242,17.995454267013905,18.100690841674805,8400
1999-02-16,18.184867120558216,18.395340119638753,18.184867120558216,18.26905632019043,18500
1999-02-17,18.22696868310291,18.353252530791845,18.058590219517665,18.07963752746582,12900
1999-02-18,18.14277309987737,18.321675154806552,18.027012946687897,18.3111515045166,11500
1999-02-19,18.311151280444125,18.437435082378222,18.311151280444125,18.36376953125,13900
1999-02-22,18.437430076727562,18.76366314315368,18.39533548751129,18.75313949584961,17800
1999-02-23,18.79523459440406,18.79523459440406,18.521619757083506,18.721569061279297,15000
1999-02-24,18.77419671589197,18.847862285965537,18.500581741333008,18.500581741333008,28000
1999-02-25,18.416389112565653,18.416389112565653,18.10067958492167,18.32167625427246,98900
1999-02-26,18.395333944453952,18.42690488371789,18.11119549107852,18.374286651611328,10800
1999-03-01,18.332202101601858,18.353249405966498,18.121729057955452,18.34272575378418,8800
1999-03-02,18.458492504606017,18.616347343584973,18.216448418171616,18.33220863342285,11500
1999-03-03,18.395344197026986,18.395344197026986,18.18487115129441,18.216442108154297,13100
1999-03-04,18.47954260991732,18.54268455505371,18.342735062121804,18.54268455505371,10400
1999-03-05,18.81629568728702,19.00572148279662,18.753153755450487,18.963626861572266,25400
1999-03-08,18.92152111493299,18.984663009643555,18.81628462374871,18.984663009643555,62700
1999-03-09,18.75314068074999,19.026755527943873,18.732093384811996,18.837329864501953,12200
1999-03-10,18.81628680308396,19.005712509155273,18.711050299711008,19.005712509155273,10700
1999-03-11,19.005714246542148,19.237234575126823,19.005714246542148,19.13199806213379,23600
1999-03-12,19.216189662967107,19.300378883834433,19.026763916015625,19.026763916015625,24600
1999-03-15,19.15303904271573,19.226704577495404,19.005707973156376,19.08989715576172,144800
1999-03-16,19.153051871621148,19.153051871621148,19.016244358252425,19.047815322875977,9100
1999-03-17,18.98466815524631,19.100428326924643,18.86890798356798,18.94257354736328,2700
1999-03-18,18.837341496715805,19.205669403076172,18.837341496715805,19.205669403076172,9500
1999-03-19,19.216188085426914,19.30037729938278,19.047809657515177,19.121475219726562,6900
1999-03-22,19.0688533782959,19.258279074106785,19.047806078761354,19.0688533782959,40900
1999-03-23,19.02677280109938,19.02677280109938,18.47954260991732,18.54268455505371,15400
1999-03-24,18.50058534266585,18.626869201660156,18.41639610333631,18.626869201660156,12800
1999-03-25,18.79524241977268,18.94257354736328,18.690005900065106,18.94257354736328,9700
1999-03-26,18.80576786989594,18.879433440734932,18.75314960501095,18.795244216918945,6600
1999-03-29,18.81629086384731,19.079382179057703,18.81629086384731,19.026763916015625,8100
1999-03-30,19.00572148279662,19.10043438055142,18.921532240347908,18.963626861572266,37300
